#,project_date,project_ref#,investing_company,parent_company,company_profile,website,revenue_(usd_m),headcount,r&d_expenditure_(usd_m),year_established,company_email,company_telephone,source_region,source_country,source_state,source_admin_region_(us_county),source_city,destination_region,destination_country,destination_state,destination_admin_region_(us_county),destination_city,free_zone,relocation,sector,sub_sector,cluster,activity,jobs_created,estimated,capital_investment,estimated.1,project_type,project_status,motive_description,markets_served,joint_venture_companies,source,developed,emne,bordering_country,industry,natural_resource_ind,colonial_link,year
164,2018-07-01,#311447,UAE Exchange Centre,NMC Group,"UAE-based NMC Group, together with its subsidiaries, provides professional private sector medical services. The group also owns businesses engaged in a range of areas, including trading, hospitality, pharmaceutical manufacturing, pharmacy chains, financial services, education, jewellery, advertising, real estate and information technology. NMC Group was founded in 1975 and is based in Abu Dhabi, UAE.",www.nmc.ae,550.9,,,1975.0,mail.us@uaeexchange.co.in,,Middle East,uae,Abu Dhabi,Not Specified,Abu Dhabi,Africa,uganda,Central,Not Specified,Kampala,,,Financial services,Retail banking,Financial Services,Business Services,22,Yes,9.5,Yes,New,Opened,,,,https://www.uaeexchangeblog.com/knowledge-bank/uae-exchange-opens-its-4th-branch-in-uganda.html,False,True,False,financial_services_retail_banking_business_services,False,False,2018
166,2018-07-01,#311814,Raxio Group,Raxio Group,"Raxio Group is a data centre operator. It operates within the telecommunications sector and focuses on building and operating tier three data centres across markets in Africa. The company was established in 2018 and is headquartered in NYC, New York, US.",raxiogroup.com/,,0.0,,2018.0,info@raxiogroup.com,+442075595644,North America,united_states,New York,New York City County (NY),NYC (NY),Africa,uganda,Central,Not Specified,Kira,,,Communications,"Data processing, hosting, & related services",ICT & Electronics,ICT & Internet Infrastructure,69,Yes,108.8,Yes,New,Opened,,,,https://www.raxiogroup.com/2021/05/25/raxio-uganda-launches-first-enterprise-grade-tier-iii-certified-carrier-neutral-data-centre/,True,False,False,communications_data_processing_hosting_and_related_services_ict_and_internet_infrastructure,False,False,2018
167,2018-06-01,#394325,Uganda Breweries,Diageo,"Diageo manufactures and distributes premium drinks. Its products include Scotch and Irish whiskey, gin, vodka, rum, and ready to drink products, as well as beer and spirits, Irish cream liqueur, Raki, wine, tequila, Canadian and American whiskey, adult beverages, CachaCa, and finishing centre products. The company's core brands include Johnnie Walker Red Label, Johnnie Walker Black Label, Crown Royal, Buchanan's, J&B, Baileys, Smirnoff, Captain Morgan, Guinness, Shui Jing Fang, and Yeni Raki. Its reserve brands comprise Johnnie Walker Blue Label, Johnnie Walker Green Label, Johnnie Walker Gold Label 18-year-old, Johnnie Walker Gold Label Reserve, Johnnie Walker Platinum Label 18-year-old, John Walker & Sons Collection, Johnnie Walker The Gold Route, Johnnie Walker The Royal Route, and other Johnnie Walker premium brands. The company operates in approximately 180 countries worldwide. Diageo was founded in 1886 and is based in London, UK.",www.diageo.com,1712.0,28000.0,,1886.0,Salesubl@diageo.com,+256312210011,Western Europe,united_kingdom,South East (UK),Greater London,London,Africa,uganda,Central,Not Specified,Kampala,,,Food & Beverages,Breweries & distilleries,Agribusiness,Manufacturing,16,Yes,3.68,No,Expansion,Opened,,,,https://www.diageo.com/en/news-and-media/features/new-ugandan-bottling-line-opens-to-produce-6-000-bottles-an-hour/,True,False,False,food_and_beverages_breweries_and_distilleries_manufacturing,False,True,2018
187,2018-06-01,#306492,Binance,Binance,Binance operates a global crypto-currency exchange platform. The company was established in 2017 and is based in Hong Kong.,www.binance.com,,0.0,,2017.0,market@binance.com,,Asia-Pacific,hong_kong,Hong Kong,Hong Kong,Hong Kong,Africa,uganda,Not Specified,Not Specified,Not Specified,,,Financial services,Corporate & investment banking,Financial Services,Business Services,22,Yes,9.5,Yes,New,Opened,,,,https://thecryptocurrencypost.net/binance-crypto-exchange-opens-a-branch-in-singapore/,False,True,False,financial_services_corporate_and_investment_banking_business_services,False,False,2018
192,2018-05-01,#307385,UAE Exchange Centre,NMC Group,"UAE-based NMC Group, together with its subsidiaries, provides professional private sector medical services. The group also owns businesses engaged in a range of areas, including trading, hospitality, pharmaceutical manufacturing, pharmacy chains, financial services, education, jewellery, advertising, real estate and information technology. NMC Group was founded in 1975 and is based in Abu Dhabi, UAE.",www.nmc.ae,550.9,,,1975.0,mail.us@uaeexchange.co.in,,Middle East,uae,Abu Dhabi,Not Specified,Abu Dhabi,Africa,uganda,Central,Not Specified,Kampala,,,Financial services,Retail banking,Financial Services,Business Services,22,Yes,9.5,Yes,New,Opened,,,,https://www.newvision.co.ug/new_vision/news/1478638/uae-exchange-sixth-branch-uganda,False,True,False,financial_services_retail_banking_business_services,False,False,2018
198,2018-05-01,#305680,Danube Home,Al Danube Building Materials,"Al Danube Building Materials manufactures and supplies building materials for customers in Gulf Cooperation Council countries, Asia, and Africa. It offers MDF, plywood, boards, exotic timber, veneer, laminates, cladding, steel, kitchen, sanitary, glass, hardware, electrical, aluminium, doors, flooring, adhesives, tiles, ceiling, paints, edge banding, and fire solution products. The company also designs and manufactures doors for interior and exterior applications. In addition, it offers matched door frame and door architrave with matched coating services. Al Danube Building Materials was founded in 1993 and is based in Dubai, the United Arab Emirates.",www.aldanube.com,,,,1993.0,customercare@danubedirect.com,+97148085060,Middle East,uae,Dubai,Not Specified,Dubai,Africa,uganda,Not Specified,Not Specified,Not Specified,,,Consumer products,"Furniture, homeware & related products (Consumer Products)",Retail Trade,Retail,115,Yes,2.9,Yes,New,Announced,,,,https://www.khaleejtimes.com/danube-home-to-invest-dh300m-in-expansion,False,True,False,consumer_products_furniture_homeware_and_related_products_consumer_products_retail,False,False,2018
246,2018-04-01,#302722,Geodis,Societe Nationale des Chemins de Fer Francais (SNCF),"Societe Nationale des Chemins de fer FranCais provides passenger and freight transportation services in France and internationally. It operates through five divisions: SNCF Infra, SNCF Proximites, SNCF Voyages, SNCF Logistics, and Gares & Connexions. The SNCF Infra division manages infrastructure, including network maintenance, projects, and operation for Reseau Ferre de France; and engineers rail infrastructure research and design. The SNCF Proximites division provides various local transport services, such as medium distance links, rail transport regulated services, city and intercity services, and bus, tramway, and subway services, as well as complementary services relating to passenger transport. The SNCF Voyages division offers passenger rail transport and distribution; and supplies services related to the transportation of passengers, such as sales and train management. The SNCF Logistics division is involved in a range of transport and freight logistics activities, such as logistics, freight forwarding, rail freight fleet management, and freight rail transport. The Gares & Connexions division develops and manages train stations in France. Societe Nationale des Chemins de fer FranCais is based in Paris, France, and was established in 1937.",www.sncf.com,35320.07,0.0,,1937.0,webmaster@geodis.com,+33156762600,Western Europe,france,Ile-de-France,Paris,Paris,Africa,uganda,Central,Not Specified,Kampala,,,Transportation & Warehousing,Freight/Distribution Services,Transportation & Warehousing,"Sales, Marketing & Support",22,Yes,8.2,Yes,New,Opened,,East Africa,,https://www.geodis.com/geodis-strengthens-its-capacity-in-east-africa-by-@/en/view-2237-communique.html/1961,True,False,False,transportation_and_warehousing_freightdistribution_services_sales_marketing_and_support,False,False,2018
250,2018-04-01,#321295,Shoprite,Shoprite,"South Africa-based Shoprite operates as a consumer goods retailer. It engages in the retail sale of furniture, appliances, home entertainment products and floor coverings as well as food products. Shoprite was founded in 1979 and is headquartered in the Brackenfell area of Cape Town, South Africa.",www.shoprite.co.za,10404.72,147480.0,,1979.0,,+27 0219804000,Africa,south_africa,Western Cape,Not Specified,Cape Town,Africa,uganda,Central,Not Specified,Kampala,,,Food & Beverages,Food & beverage Stores,Retail Trade,Retail,132,Yes,2.9,Yes,New,Opened,,,,http://www.ghafla.com/ug/9681-2/,False,True,False,food_and_beverages_food_and_beverage_stores_retail,False,False,2018
306,2018-02-01,#299273,Amoi Electronics,Amoi Electronics,"The Group's principal activities are the development, manufacture and distribution of digital mobile communication products, consumer electronic products and computer. Main products are the mobile phones, PHS, LCD TV, DVD player, amplifier, speaker, computer and peripheral device, notebook PC, flat panel TV and MP3 player. Other activities include the development and operation of real estate, exportation of self-produced and processing products, importation of technologies, equipment, raw materials and parts for Group production needs, processing imported materials, assembling imported parts, development and manufacture of office automation products and provision of after sale service for products.  The company was founded in 1981 and is based in Xiamen, the People's Republic of China.",www.amoi.com,237.8,,,1981.0,,+865925929981,Asia-Pacific,china,Fujian,Not Specified,Xiamen,Africa,uganda,Not Specified,Not Specified,Not Specified,,,Communications,Communications equipment,ICT & Electronics,Manufacturing,5000,No,10.0,No,New,Announced,,,,http://www.xinhuanet.com/english/2018-02/21/c_136987693.htm,False,True,False,communications_communications_equipment_manufacturing,False,False,2018
318,2018-02-01,#299253,Express Shipping and Logistics (EA) (ESL),Express Shipping and Logistics (EA) (ESL),"Express Shipping and Logistics (EA), together with its subsidiaries, operates as a third-party shipping and logistics service provider serving customers across sub-Saharan Africa. The company was established in 2001 and is headquartered in Mombasa, Kenya.",www.esl-eastafrica.com,,,,2001.0,sales@esl-eastafrica.com,+254412229784,Africa,kenya,Coast,Not Specified,Mombasa,Africa,uganda,Central,Not Specified,Kampala,,,Transportation & Warehousing,Water transportation,Energy,"Sales, Marketing & Support",22,Yes,8.2,Yes,New,Opened,,,,https://www.agenceecofin.com/industrie/0202-54033-le-geant-kenyan-de-la-logistique-express-shipping-s-installe-en-ouganda-pour-profiter-de-l-industrie-petroliere,False,True,True,transportation_and_warehousing_water_transportation_sales_marketing_and_support,False,False,2018
326,2018-02-01,#394445,Bionas East Africa Group Limited,Bionas Agropolitan Technology Corridor (BATC Development Bhd),"Bionas Agropolitan Technology Corridor (BATC Development Bhd) produces bio-fuels. It products are; B20 Bio-Petrol (gasoline), M30 Bio-Petrol (gasoline), B10-B30 Bio-Diesel, Super Bio-Diesel, B25 Bio-Heavyfuel, Super Bio-Jetfuel, Bio-Booster Tablet, Bio-SuperLube Additive and Bio-Energy Emission Solution (BEES). The company was founded in 2007 and is based in Setapak, a suburb of Kuala Lumpur, Malaysia.",www.biofuelbionas.com,,,,2007.0,,,Asia-Pacific,malaysia,Kuala Lumpur,Not Specified,Kuala Lumpur,Africa,uganda,Not Specified,Not Specified,Not Specified,,,Renewable energy,Biomass power,Environmental Technology,Manufacturing,101,Yes,338.2,Yes,New,Opened,,,,https://observer.ug/business/57045-uia-enters-70-billion-biofuel-deal-with-malaysian-firm.html,False,True,False,renewable_energy_biomass_power_manufacturing,False,False,2018
355,2018-01-01,#294872,Diamond Trust Bank,Diamond Trust Bank,"Diamond Trust Bank provides banking, insurance agency and other related services to the general public in east Africa. It offers current, savings and fixed deposit accounts. The company also provides credit and debit cards, electronic and mobile banking services and money transfer. In addition, it offers a wide variety of corporate banking services. Diamond Trust Bank was incorporated in 1945 and is headquartered in Nairobi, Kenya.",www.diamondtrust-bank.com,17.52,,,1945.0,,+254202849888,Africa,kenya,Nairobi Area,Not Specified,Nairobi,Africa,uganda,Central,Not Specified,Kampala,,,Financial services,Retail banking,Financial Services,Business Services,22,Yes,9.5,Yes,New,Opened,,,,http://www.ugandainvest.go.ug/diamond-trust-bank-opens-up-a-new-branch-at-the-uia-one-stop-centre/,False,True,True,financial_services_retail_banking_business_services,False,False,2018
367,2018-01-01,#385661,African Media Agency (AMA),African Media Agency (AMA),"African Media Agency (AMA) is a pan-African PR agency. Its portfolio of services media relations, monitoring, translation, consulting, events promotion, events organisation and production. The company was founded in 2013 and is based in Dubai, United Arab Emirates. It has additional offices in Africa and the United States.",amediaagency.com,,0.0,,2013.0,contact@amedlaagency.com,,Middle East,uae,Dubai,Not Specified,Dubai,Africa,uganda,Central,Not Specified,Kampala,,,Business services,"Advertising, PR, & related",Creative Industries,Business Services,32,Yes,21.6,Yes,New,Opened,,,,http://www.amediaagency.com/african-media-agency-further-expands-across-africa/,False,True,False,business_services_advertising_pr_and_related_business_services,False,False,2018
